CLINICALSIGNIFICANCE_ID,CLINICALSIGNIFICANCE_ACCESSION,CLINICALSIGNIFICANCE_VARIANTID,CLINICALSIGNIFICANCE_PATHOLOGYID,CLINICALSIGNIFICANCE_SIGNIFICANCEID,CLINICALSIGNIFICANCE_EVALUATED,CLINICALSIGNIFICANCE_REVIEWSTATUS,CLINICALSIGNIFICANCE_UPDATED
1693,RCV001029702,167322,201891,,2018-04-28,"[no assertion criteria provided]",2022-09-26
1694,RCV001673008,167322,207830,5,2021-05-10,"[criteria provided, single submitter]",2022-09-26
1695,RCV000252295,167412,201971,5,,"[criteria provided, single submitter]",2022-09-26
1696,RCV001029692,167412,201891,,2018-04-28,"[no assertion criteria provided]",2022-09-26
1697,RCV001723842,167412,207830,5,2021-05-04,"[criteria provided, single submitter]",2022-09-26
1698,RCV000252295,167413,201971,5,,"[criteria provided, single submitter]",2022-09-26
1699,RCV001029692,167413,201891,,2018-04-28,"[no assertion criteria provided]",2022-09-26
1700,RCV001723842,167413,207830,5,2021-05-04,"[criteria provided, single submitter]",2022-09-26
1701,RCV000019156,167434,,5,2011-01-01,"[no assertion criteria provided]",2022-09-26
1702,RCV000244083,167434,201971,5,,"[criteria provided, single submitter]",2022-09-26
1703,RCV001028880,167434,201891,,2018-04-28,"[no assertion criteria provided]",2022-09-26
1704,RCV000019156,167435,,5,2011-01-01,"[no assertion criteria provided]",2022-09-26
1705,RCV000244083,167435,201971,5,,"[criteria provided, single submitter]",2022-09-26
1706,RCV001028880,167435,201891,,2018-04-28,"[no assertion criteria provided]",2022-09-26
1707,RCV001028870,167456,201891,,2018-04-28,"[no assertion criteria provided]",2022-09-26
1708,RCV001595064,167456,207830,5,2021-05-05,"[criteria provided, single submitter]",2022-09-26
1709,RCV001028870,167457,201891,,2018-04-28,"[no assertion criteria provided]",2022-09-26
1710,RCV001595064,167457,207830,5,2021-05-05,"[criteria provided, single submitter]",2022-09-26
1711,RCV001028869,167480,201891,,2018-04-28,"[no assertion criteria provided]",2022-09-26
1712,RCV001644906,167480,207830,5,2021-05-10,"[criteria provided, single submitter]",2022-09-26
1713,RCV001028869,167481,201891,,2018-04-28,"[no assertion criteria provided]",2022-09-26
1714,RCV001644906,167481,207830,5,2021-05-10,"[criteria provided, single submitter]",2022-09-26
1715,RCV000586533,167686,207830,5,2021-12-01,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1716,RCV001813512,167686,205224,5,2021-01-04,"[criteria provided, single submitter]",2022-09-26
1717,RCV001264472,167851,201971,4,2020-10-19,"[criteria provided, single submitter]",2022-09-26
1718,RCV001330296,167851,100686,3,2019-08-17,"[criteria provided, single submitter]",2022-09-26
1719,RCV001401433,167851,207830,4,2021-12-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1720,RCV000599797,168073,201971,5,2021-05-10,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1721,RCV000875458,168073,207830,5,2021-12-14,"[criteria provided, single submitter]",2022-09-26
1722,RCV000436874,168090,207830,,2021-11-24,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1723,RCV001193624,168090,201971,4,2019-11-29,"[criteria provided, single submitter]",2022-09-26
1724,RCV000876300,168100,207830,,2021-12-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1725,RCV001255583,168100,201971,5,2020-08-08,"[criteria provided, single submitter]",2022-09-26
1726,RCV001029690,168124,201891,,2018-04-28,"[no assertion criteria provided]",2022-09-26
1727,RCV001673007,168124,207830,5,2021-05-10,"[criteria provided, single submitter]",2022-09-26
1728,RCV001029690,168125,201891,,2018-04-28,"[no assertion criteria provided]",2022-09-26
1729,RCV001673007,168125,207830,5,2021-05-10,"[criteria provided, single submitter]",2022-09-26
1730,RCV001029690,168126,201891,,2018-04-28,"[no assertion criteria provided]",2022-09-26
1731,RCV001673007,168126,207830,5,2021-05-10,"[criteria provided, single submitter]",2022-09-26
1732,RCV000587962,168313,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1733,RCV001706625,168313,201971,5,,"[no assertion criteria provided]",2022-09-26
1734,RCV000587225,168375,207830,,2022-03-01,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1735,RCV000611945,168375,201971,5,2017-06-11,"[criteria provided, single submitter]",2022-09-26
1736,RCV001813510,168375,205224,5,2021-07-13,"[criteria provided, single submitter]",2022-09-26
1737,RCV000514608,168482,207830,,2021-12-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1738,RCV000604588,168482,201971,5,2017-12-14,"[criteria provided, single submitter]",2022-09-26
1739,RCV001813489,168482,205224,5,2021-06-17,"[criteria provided, single submitter]",2022-09-26
1740,RCV000607024,168514,201971,5,2019-09-06,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1741,RCV001253833,168514,207830,,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1742,RCV001764725,168514,100686,3,2021-11-03,"[criteria provided, single submitter]",2022-09-26
1743,RCV001813527,168514,205224,5,2020-11-02,"[criteria provided, single submitter]",2022-09-26
1744,RCV000607024,168515,201971,5,2019-09-06,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1745,RCV001253833,168515,207830,,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1746,RCV001764725,168515,100686,3,2021-11-03,"[criteria provided, single submitter]",2022-09-26
1747,RCV001813527,168515,205224,5,2020-11-02,"[criteria provided, single submitter]",2022-09-26
1748,RCV001280664,168522,201971,4,2020-12-14,"[criteria provided, single submitter]",2022-09-26
1749,RCV001664796,168522,207830,,2021-11-08,"[criteria provided, conflicting interpretations]",2022-09-26
1750,RCV001280664,168523,201971,4,2020-12-14,"[criteria provided, single submitter]",2022-09-26
1751,RCV001664796,168523,207830,,2021-11-08,"[criteria provided, conflicting interpretations]",2022-09-26
1752,RCV001194296,168536,201971,5,2019-10-21,"[criteria provided, single submitter]",2022-09-26
1753,RCV001392210,168536,207830,4,2021-10-27,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1754,RCV001194296,168537,201971,5,2019-10-21,"[criteria provided, single submitter]",2022-09-26
1755,RCV001392210,168537,207830,4,2021-10-27,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1756,RCV001175428,168571,201971,5,2020-03-23,"[criteria provided, single submitter]",2022-09-26
1757,RCV001520899,168571,207830,,2021-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1758,RCV001175428,168572,201971,5,2020-03-23,"[criteria provided, single submitter]",2022-09-26
1759,RCV001520899,168572,207830,,2021-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1760,RCV000588355,168581,207830,5,2022-01-24,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1761,RCV001195436,168581,201971,5,2018-12-28,"[criteria provided, single submitter]",2022-09-26
1762,RCV000588355,168582,207830,5,2022-01-24,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1763,RCV001195436,168582,201971,5,2018-12-28,"[criteria provided, single submitter]",2022-09-26
1764,RCV000875865,168591,207830,,2021-12-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1765,RCV001805925,168591,201971,5,2021-12-19,"[criteria provided, single submitter]",2022-09-26
1766,RCV000875865,168592,207830,,2021-12-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1767,RCV001805925,168592,201971,5,2021-12-19,"[criteria provided, single submitter]",2022-09-26
1768,RCV000876038,168601,207830,4,2021-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1769,RCV001290562,168601,201971,5,2021-01-21,"[criteria provided, single submitter]",2022-09-26
1770,RCV000876038,168602,207830,4,2021-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1771,RCV001290562,168602,201971,5,2021-01-21,"[criteria provided, single submitter]",2022-09-26
1772,RCV000680711,168618,207830,5,2021-11-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1773,RCV001199836,168618,201971,5,2020-05-05,"[criteria provided, single submitter]",2022-09-26
1774,RCV000680711,168619,207830,5,2021-11-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1775,RCV001199836,168619,201971,5,2020-05-05,"[criteria provided, single submitter]",2022-09-26
1776,RCV001611611,168721,207830,5,2018-06-24,"[criteria provided, single submitter]",2022-09-26
1777,RCV002225874,168721,59356,5,2022-04-19,"[criteria provided, single submitter]",2022-09-26
1778,RCV000421338,168723,207830,5,2021-12-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1779,RCV001193625,168723,201971,5,2019-08-27,"[criteria provided, single submitter]",2022-09-26
1780,RCV001813476,168723,205224,5,2021-03-18,"[criteria provided, single submitter]",2022-09-26
1781,RCV000421338,168724,207830,5,2021-12-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1782,RCV001193625,168724,201971,5,2019-08-27,"[criteria provided, single submitter]",2022-09-26
1783,RCV001813476,168724,205224,5,2021-03-18,"[criteria provided, single submitter]",2022-09-26
1784,RCV000604522,168732,201971,5,2019-11-16,"[criteria provided, single submitter]",2022-09-26
1785,RCV000875274,168732,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1786,RCV001813523,168732,205224,4,2020-06-10,"[criteria provided, single submitter]",2022-09-26
1787,RCV000604522,168733,201971,5,2019-11-16,"[criteria provided, single submitter]",2022-09-26
1788,RCV000875274,168733,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1789,RCV001813523,168733,205224,4,2020-06-10,"[criteria provided, single submitter]",2022-09-26
1790,RCV000874234,168740,207830,5,2021-12-07,"[criteria provided, single submitter]",2022-09-26
1791,RCV001260385,168740,201971,5,2020-09-16,"[criteria provided, single submitter]",2022-09-26
1792,RCV000874234,168741,207830,5,2021-12-07,"[criteria provided, single submitter]",2022-09-26
1793,RCV001260385,168741,201971,5,2020-09-16,"[criteria provided, single submitter]",2022-09-26
1794,RCV000612664,168749,201971,5,2019-11-16,"[criteria provided, single submitter]",2022-09-26
1795,RCV000875275,168749,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1796,RCV001813524,168749,205224,4,2020-06-10,"[criteria provided, single submitter]",2022-09-26
1797,RCV000612664,168750,201971,5,2019-11-16,"[criteria provided, single submitter]",2022-09-26
1798,RCV000875275,168750,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1799,RCV001813524,168750,205224,4,2020-06-10,"[criteria provided, single submitter]",2022-09-26
1800,RCV000588061,168759,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1801,RCV001195437,168759,201971,5,2018-12-28,"[criteria provided, single submitter]",2022-09-26
1802,RCV001813475,168759,205224,5,2021-04-16,"[criteria provided, single submitter]",2022-09-26
1803,RCV000588061,168760,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1804,RCV001195437,168760,201971,5,2018-12-28,"[criteria provided, single submitter]",2022-09-26
1805,RCV001813475,168760,205224,5,2021-04-16,"[criteria provided, single submitter]",2022-09-26
1806,RCV000680957,168767,207830,,2021-12-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1807,RCV001193628,168767,201971,5,2019-12-23,"[criteria provided, single submitter]",2022-09-26
1808,RCV001766460,168767,100686,3,2021-11-03,"[criteria provided, single submitter]",2022-09-26
1809,RCV001813543,168767,205224,5,2021-03-18,"[criteria provided, single submitter]",2022-09-26
1810,RCV000680957,168768,207830,,2021-12-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1811,RCV001193628,168768,201971,5,2019-12-23,"[criteria provided, single submitter]",2022-09-26
1812,RCV001766460,168768,100686,3,2021-11-03,"[criteria provided, single submitter]",2022-09-26
1813,RCV001813543,168768,205224,5,2021-03-18,"[criteria provided, single submitter]",2022-09-26
1814,RCV000613028,168777,201971,5,2019-08-12,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1815,RCV001727772,168777,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1816,RCV000613028,168778,201971,5,2019-08-12,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1817,RCV001727772,168778,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1818,RCV000604326,168965,201971,5,2020-10-01,"[criteria provided, single submitter]",2022-09-26
1819,RCV000873721,168965,207830,,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1820,RCV001813516,168965,205224,5,2021-06-21,"[criteria provided, single submitter]",2022-09-26
1821,RCV000604326,168966,201971,5,2020-10-01,"[criteria provided, single submitter]",2022-09-26
1822,RCV000873721,168966,207830,,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1823,RCV001813516,168966,205224,5,2021-06-21,"[criteria provided, single submitter]",2022-09-26
1824,RCV000604326,168967,201971,5,2020-10-01,"[criteria provided, single submitter]",2022-09-26
1825,RCV000873721,168967,207830,,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1826,RCV001813516,168967,205224,5,2021-06-21,"[criteria provided, single submitter]",2022-09-26
1827,RCV001194293,169012,201971,5,2019-11-18,"[criteria provided, single submitter]",2022-09-26
1828,RCV002069256,169012,207830,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
1829,RCV001194293,169013,201971,5,2019-11-18,"[criteria provided, single submitter]",2022-09-26
1830,RCV002069256,169013,207830,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
1831,RCV001194293,169014,201971,5,2019-11-18,"[criteria provided, single submitter]",2022-09-26
1832,RCV002069256,169014,207830,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
1833,RCV000873562,169047,207830,,2021-12-11,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1834,RCV001174794,169047,201971,5,2020-02-01,"[criteria provided, single submitter]",2022-09-26
1835,RCV001813560,169047,205224,3,2020-06-01,"[criteria provided, single submitter]",2022-09-26
1836,RCV000873562,169048,207830,,2021-12-11,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1837,RCV001174794,169048,201971,5,2020-02-01,"[criteria provided, single submitter]",2022-09-26
1838,RCV001813560,169048,205224,3,2020-06-01,"[criteria provided, single submitter]",2022-09-26
1839,RCV000873562,169049,207830,,2021-12-11,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1840,RCV001174794,169049,201971,5,2020-02-01,"[criteria provided, single submitter]",2022-09-26
1841,RCV001813560,169049,205224,3,2020-06-01,"[criteria provided, single submitter]",2022-09-26
1842,RCV000124262,169409,201971,5,2017-11-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1843,RCV000387187,169409,204708,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1844,RCV000411378,169409,27096,5,2021-12-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1845,RCV000580201,169409,2842,5,2015-08-26,"[criteria provided, single submitter]",2022-09-26
1846,RCV001354198,169409,532,4,,"[no assertion criteria provided]",2022-09-26
1847,RCV002225405,169409,59356,5,2022-04-19,"[criteria provided, single submitter]",2022-09-26
1848,RCV000662945,169413,27096,4,2021-03-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1849,RCV001147979,169413,204708,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
1850,RCV001181298,169413,2842,4,2019-05-15,"[criteria provided, single submitter]",2022-09-26
1851,RCV000116024,170067,2842,,2021-06-09,"[criteria provided, conflicting interpretations]",2022-09-26
1852,RCV000196561,170067,27096,,2021-12-17,"[criteria provided, conflicting interpretations]",2022-09-26
1853,RCV000212426,170067,201971,3,2016-07-18,"[criteria provided, single submitter]",2022-09-26
1854,RCV000490304,170067,28687,3,2016-03-18,"[criteria provided, single submitter]",2022-09-26
1855,RCV000588124,170067,207830,,2022-01-13,"[criteria provided, conflicting interpretations]",2022-09-26
1856,RCV001030689,170067,59356,,2022-04-19,"[criteria provided, conflicting interpretations]",2022-09-26
1857,RCV001149530,170067,204708,3,2017-04-27,"[criteria provided, single submitter]",2022-09-26
1858,RCV001798358,170067,202886,3,2019-12-03,"[criteria provided, single submitter]",2022-09-26
1859,RCV000255649,170077,207830,2,2015-04-17,"[criteria provided, single submitter]",2022-09-26
1860,RCV001358222,170077,532,3,,"[no assertion criteria provided]",2022-09-26
1861,RCV000005936,170082,94859,1,2006-11-01,"[no assertion criteria provided]",2022-09-26
1862,RCV000005937,170082,102554,,2006-11-01,"[no assertion criteria provided]",2022-09-26
1863,RCV000005938,170082,,,2006-11-01,"[no assertion criteria provided]",2022-09-26
1864,RCV000005939,170082,206766,,2006-11-01,"[no assertion criteria provided]",2022-09-26
1865,RCV000116018,170082,2842,,2021-06-01,"[criteria provided, conflicting interpretations]",2022-09-26
1866,RCV000120555,170082,201971,3,2022-01-23,"[criteria provided, single submitter]",2022-09-26
1867,RCV000144596,170082,27096,,2021-12-20,"[criteria provided, conflicting interpretations]",2022-09-26
1868,RCV000210131,170082,201751,2,2018-05-03,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1869,RCV000212410,170082,207830,,2022-03-01,"[criteria provided, conflicting interpretations]",2022-09-26
1870,RCV000626718,170082,5019,3,2017-01-01,"[criteria provided, single submitter]",2022-09-26
1871,RCV000626718,170082,7805,3,2017-01-01,"[criteria provided, single submitter]",2022-09-26
1872,RCV000844971,170082,128403,,,"[no assertion provided]",2022-09-26
1873,RCV000844971,170082,142747,,,"[no assertion provided]",2022-09-26
1874,RCV001358111,170082,532,3,,"[no assertion criteria provided]",2022-09-26
1875,RCV001535774,170082,204708,2,2022-03-25,"[criteria provided, single submitter]",2022-09-26
1876,RCV001797993,170082,202886,3,2021-04-16,"[criteria provided, single submitter]",2022-09-26
1877,RCV002054420,170082,27096,2,2022-01-14,"[criteria provided, single submitter]",2022-09-26
1878,RCV002054420,170082,94859,2,2022-01-14,"[criteria provided, single submitter]",2022-09-26
1879,RCV002054420,170082,58416,2,2022-01-14,"[criteria provided, single submitter]",2022-09-26
1880,RCV002054420,170082,28687,2,2022-01-14,"[criteria provided, single submitter]",2022-09-26
1881,RCV002254675,170082,,2,2022-03-22,"[criteria provided, single submitter]",2022-09-26
1882,RCV000565060,170087,2842,3,2019-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1883,RCV000589429,170087,207830,3,2017-03-16,"[criteria provided, single submitter]",2022-09-26
1884,RCV001066693,170087,27096,3,2021-12-09,"[criteria provided, single submitter]",2022-09-26
1885,RCV001357483,170087,532,3,,"[no assertion criteria provided]",2022-09-26
1886,RCV000116011,170091,2842,4,2021-07-21,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1887,RCV000119289,170091,207830,,2022-01-01,"[criteria provided, conflicting interpretations]",2022-09-26
1888,RCV000195943,170091,27096,,2021-11-30,"[criteria provided, conflicting interpretations]",2022-09-26
1889,RCV000212412,170091,201971,,2021-01-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1890,RCV000779369,170091,204708,3,2017-04-28,"[criteria provided, single submitter]",2022-09-26
1891,RCV001171460,170091,27096,1,2019-09-01,"[no assertion criteria provided]",2022-09-26
1892,RCV001171460,170091,94859,1,2019-09-01,"[no assertion criteria provided]",2022-09-26
1893,RCV001798354,170091,202886,3,2021-03-03,"[criteria provided, single submitter]",2022-09-26
1894,RCV000005942,171443,58416,1,2002-01-01,"[no assertion criteria provided]",2022-09-26
1895,RCV000120551,171443,201971,,2017-01-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1896,RCV000132520,171443,2842,,2020-08-24,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1897,RCV000196893,171443,27096,,2021-12-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1898,RCV000513573,171443,207830,,2020-12-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1899,RCV001355309,171443,532,5,,"[no assertion criteria provided]",2022-09-26
1900,RCV001797994,171443,202886,4,2019-11-26,"[criteria provided, single submitter]",2022-09-26
1901,RCV002225260,171443,59356,5,2022-04-19,"[criteria provided, single submitter]",2022-09-26
1902,RCV000214627,171455,2842,3,2020-08-25,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1903,RCV000226448,171455,27096,3,2021-11-20,"[criteria provided, single submitter]",2022-09-26
1904,RCV000481391,171455,201971,3,2016-08-30,"[criteria provided, single submitter]",2022-09-26
1905,RCV000657033,171455,207830,3,2018-02-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1906,RCV000130990,171461,2842,5,2015-03-31,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1907,RCV000248875,171461,201971,5,,"[criteria provided, single submitter]",2022-09-26
1908,RCV000391347,171461,204708,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1909,RCV000412125,171461,27096,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1910,RCV001356135,171461,532,5,,"[no assertion criteria provided]",2022-09-26
1911,RCV001573826,171461,207830,5,2021-09-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1912,RCV002225438,171461,59356,5,2022-04-19,"[criteria provided, single submitter]",2022-09-26
1913,RCV001516877,172474,27096,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1914,RCV001712926,172474,207830,5,2018-06-24,"[criteria provided, single submitter]",2022-09-26
1915,RCV001516877,172475,27096,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1916,RCV001712926,172475,207830,5,2018-06-24,"[criteria provided, single submitter]",2022-09-26
1917,RCV000081182,172608,201971,5,2013-11-06,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1918,RCV000306958,172608,122951,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1919,RCV000534681,172608,95209,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1920,RCV000146260,172615,201971,5,2016-06-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1921,RCV000331813,172615,122951,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1922,RCV000558587,172615,95209,5,2021-11-24,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1923,RCV000421053,172623,201971,4,2016-01-22,"[criteria provided, single submitter]",2022-09-26
1924,RCV002062530,172623,95209,4,2021-12-17,"[criteria provided, single submitter]",2022-09-26
1925,RCV000081181,175435,201971,5,2012-09-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1926,RCV000333062,175435,95209,5,2021-12-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1927,RCV000373679,175435,122951,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1928,RCV000712204,175435,207830,5,2018-05-07,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1929,RCV000178220,179049,201971,,2021-04-23,"[criteria provided, conflicting interpretations]",2022-09-26
1930,RCV000724239,179049,207830,3,2014-10-23,"[criteria provided, single submitter]",2022-09-26
1931,RCV001081988,179049,95209,5,2021-12-13,"[criteria provided, single submitter]",2022-09-26
1932,RCV000552598,179061,95209,3,2021-11-14,"[criteria provided, single submitter]",2022-09-26
1933,RCV000712203,179061,207830,3,2019-09-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1934,RCV000081180,179067,201971,5,2014-06-25,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1935,RCV000320123,179067,122951,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
1936,RCV000544713,179067,95209,,2021-11-23,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1937,RCV000081179,179094,201971,5,2020-03-22,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1938,RCV000283898,179094,122951,4,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1939,RCV000527303,179094,95209,,2021-11-27,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1940,RCV001703999,179094,207830,5,2018-03-22,"[criteria provided, single submitter]",2022-09-26
1941,RCV000723745,179103,207830,,2020-09-02,"[criteria provided, conflicting interpretations]",2022-09-26
1942,RCV001082074,179103,95209,5,2021-12-15,"[criteria provided, single submitter]",2022-09-26
1943,RCV000146256,179119,201971,5,2017-03-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1944,RCV000402642,179119,122951,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1945,RCV000559185,179119,95209,5,2021-12-16,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1946,RCV000394208,179126,122951,4,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1947,RCV000417616,179126,201971,4,2016-06-03,"[criteria provided, single submitter]",2022-09-26
1948,RCV000712200,179126,207830,5,2019-02-19,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1949,RCV001086593,179126,95209,,2021-11-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1950,RCV001324236,179133,95209,3,2020-10-26,"[criteria provided, single submitter]",2022-09-26
1951,RCV001760413,179133,207830,3,2020-01-15,"[criteria provided, single submitter]",2022-09-26
1952,RCV000081168,179139,207830,3,2013-08-01,"[criteria provided, single submitter]",2022-09-26
1953,RCV001300244,179139,95209,3,2021-08-30,"[criteria provided, single submitter]",2022-09-26
1954,RCV000296102,179501,125001,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
1955,RCV000389456,179501,94986,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
1956,RCV000296102,179502,125001,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
1957,RCV000389456,179502,94986,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
1958,RCV000308864,179513,125001,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1959,RCV000347411,179513,94986,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1960,RCV000308864,179514,125001,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1961,RCV000347411,179514,94986,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1962,RCV000360067,179520,94986,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1963,RCV000407568,179520,125001,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1964,RCV000296837,179539,125001,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1965,RCV000354094,179539,94986,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1966,RCV000296837,179540,125001,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1967,RCV000354094,179540,94986,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1968,RCV001146185,179553,125001,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1969,RCV001146186,179553,94986,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1970,RCV001146185,179554,125001,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1971,RCV001146186,179554,94986,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1972,RCV000218215,179564,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1973,RCV000276693,179564,125001,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1974,RCV000368913,179564,94986,5,2021-07-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1975,RCV001510332,179564,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1976,RCV001808575,179564,116729,5,2021-07-15,"[criteria provided, single submitter]",2022-09-26
1977,RCV001808576,179564,115102,5,2021-07-15,"[criteria provided, single submitter]",2022-09-26
1978,RCV000218215,179565,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1979,RCV000276693,179565,125001,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1980,RCV000368913,179565,94986,5,2021-07-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1981,RCV001510332,179565,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
